DateTime,BANKBARODA_0,BANKBARODA_1,BANKBARODA_2,BANKBARODA_3,BANKBARODA_4,CANARABANK_0,CANARABANK_1,CANARABANK_2,CANARABANK_3,CANARABANK_4,AXISBANK_0,AXISBANK_1,AXISBANK_2,AXISBANK_3,AXISBANK_4,SBI_0,SBI_1,SBI_2,SBI_3,SBI_4,PNB_0,PNB_1,PNB_2,PNB_3,PNB_4,ICICIBANK_0,ICICIBANK_1,ICICIBANK_2,ICICIBANK_3,ICICIBANK_4,HDFC_0,HDFC_1,HDFC_2,HDFC_3,HDFC_4,FEDERALBANK_0,FEDERALBANK_1,FEDERALBANK_2,FEDERALBANK_3,FEDERALBANK_4,HDFCBANK_0,HDFCBANK_1,HDFCBANK_2,HDFCBANK_3,HDFCBANK_4,INDUSINDBANK_0,INDUSINDBANK_1,INDUSINDBANK_2,INDUSINDBANK_3,INDUSINDBANK_4,KOTAKBANK_0,KOTAKBANK_1,KOTAKBANK_2,KOTAKBANK_3,KOTAKBANK_4,NIFTY_0,NIFTY_1,NIFTY_2,NIFTY_3,NIFTY_4,YESBANK_0,YESBANK_1,YESBANK_2,YESBANK_3,YESBANK_4,BANKNIFTY_0,BANKNIFTY_1,BANKNIFTY_2,BANKNIFTY_3,BANKNIFTY_4
2010-12-20 09:35:00,896.45,896.45,895.1,895.25,2000.0,656.05,656.6,656.0,656.6,2500.0,1297.1,1297.15,1295.25,1295.25,2250.0,2726.9,2727.5,2725.0,2726.0,5250.0,1204.35,1205.75,1204.0,1204.0,1500.0,1099.0,1099.0,1097.15,1097.15,11750.0,684.1,684.1,683.65,683.7,7500.0,406.25,406.9,406.25,406.5,7000.0,2165.05,2166.9,2165.05,2166.9,750.0,247.5,247.5,247.5,247.5,2000.0,458.75,458.75,457.7,458.1,4500.0,5919.2,5919.2,5916.3,5917.5,36600.0,296.9,296.9,296.3,296.8,3000.0,11320.0,11320.0,11313.0,11313.0,5700.0
2010-12-20 09:36:00,895.25,895.25,895.25,895.25,0.0,656.5,656.5,656.5,656.5,500.0,1295.5,1297.0,1295.5,1297.0,2500.0,2727.2,2729.0,2725.65,2727.95,7000.0,1204.0,1204.95,1204.0,1204.95,1000.0,1097.0,1098.0,1096.45,1097.5,14750.0,684.85,684.85,684.35,684.35,1875.0,406.95,407.5,406.2,407.5,7000.0,2167.0,2172.0,2167.0,2172.0,2375.0,247.1,247.1,247.1,247.1,1000.0,459.15,459.2,459.15,459.2,1000.0,5917.8,5918.95,5916.35,5918.15,21250.0,296.4,296.5,296.25,296.5,3000.0,11313.0,11317.0,11310.0,11310.2,3575.0
2010-12-20 09:37:00,895.25,895.25,895.25,895.25,0.0,657.5,657.9,657.1,657.25,2000.0,1296.6,1296.6,1295.65,1296.0,3000.0,2727.8,2728.95,2725.55,2728.1,7375.0,1202.75,1204.2,1202.05,1202.05,3000.0,1098.05,1098.9,1097.65,1098.05,11250.0,684.35,684.9,684.1,684.9,5625.0,408.2,408.8,408.2,408.8,2000.0,2171.0,2172.0,2168.45,2172.0,2125.0,248.5,248.5,248.5,248.5,1000.0,459.75,459.95,459.2,459.95,2500.0,5918.9,5922.0,5918.6,5921.8,47700.0,296.3,296.85,296.3,296.7,3000.0,11310.0,11324.7,11310.0,11324.7,2100.0
2010-12-20 09:38:00,896.0,896.0,896.0,896.0,250.0,656.25,656.55,656.25,656.55,1000.0,1296.0,1296.8,1295.6,1295.8,2750.0,2728.1,2728.7,2725.0,2726.0,5750.0,1202.2,1202.2,1201.75,1202.0,6000.0,1097.95,1098.1,1096.8,1096.95,13750.0,684.9,685.1,684.5,684.7,6875.0,408.8,408.8,408.15,408.4,6000.0,2170.4,2170.4,2168.05,2170.0,2125.0,248.0,248.35,248.0,248.35,2000.0,459.6,459.6,459.1,459.1,2000.0,5920.25,5920.5,5918.05,5918.9,26900.0,296.85,296.85,296.35,296.5,4000.0,11324.0,11324.0,11315.1,11318.0,2875.0
2010-12-20 09:39:00,896.0,896.0,896.0,896.0,0.0,656.95,656.95,656.2,656.95,2000.0,1296.25,1297.85,1295.55,1297.4,7000.0,2726.0,2728.5,2725.05,2727.0,5000.0,1202.5,1202.5,1202.5,1202.5,250.0,1096.65,1099.0,1096.3,1097.15,15750.0,685.05,685.25,684.65,684.75,5625.0,408.4,408.4,408.0,408.0,5000.0,2168.2,2172.0,2168.2,2170.55,2125.0,248.35,248.35,248.35,248.35,0.0,459.65,459.65,459.25,459.25,1000.0,5918.5,5920.5,5917.6,5920.0,39750.0,296.25,298.0,296.05,296.75,32000.0,11319.7,11325.0,11314.0,11325.0,1825.0
2010-12-20 09:40:00,897.5,897.75,897.0,897.0,1000.0,656.25,656.25,656.0,656.0,1000.0,1298.1,1299.95,1296.45,1297.35,7250.0,2727.6,2730.15,2726.0,2729.8,10750.0,1203.6,1204.2,1202.7,1202.7,750.0,1097.1,1098.35,1096.55,1098.35,9750.0,685.2,685.5,684.65,685.0,9375.0,407.7,408.5,407.7,408.5,3000.0,2172.0,2172.0,2170.0,2170.0,3125.0,248.35,248.35,248.35,248.35,0.0,459.8,459.8,458.7,459.6,3500.0,5919.75,5920.0,5918.25,5919.45,32950.0,296.5,296.75,296.5,296.75,3000.0,11328.8,11328.8,11322.0,11327.0,2250.0
2010-12-20 09:41:00,896.0,896.0,896.0,896.0,250.0,656.0,656.0,656.0,656.0,0.0,1297.7,1297.95,1296.55,1297.0,2500.0,2730.0,2730.0,2726.2,2727.0,3625.0,1202.1,1202.1,1202.1,1202.1,250.0,1097.55,1097.65,1096.6,1097.2,5250.0,685.0,686.0,684.95,684.95,8750.0,408.5,408.5,408.5,408.5,1000.0,2171.0,2171.0,2169.0,2169.0,2250.0,248.0,248.0,248.0,248.0,1000.0,459.25,460.0,459.25,460.0,2000.0,5919.5,5920.0,5916.5,5917.1,27200.0,296.75,297.0,296.45,297.0,6000.0,11327.0,11327.0,11320.0,11320.0,1950.0
2010-12-20 09:42:00,896.0,896.0,896.0,896.0,250.0,655.0,655.65,655.0,655.65,1000.0,1296.1,1296.5,1295.55,1295.55,2000.0,2727.0,2727.45,2725.65,2725.65,2375.0,1202.1,1202.1,1202.0,1202.0,500.0,1098.05,1098.6,1097.2,1097.5,3250.0,684.95,684.95,684.7,684.7,2500.0,407.7,407.7,407.5,407.5,3000.0,2170.3,2172.4,2170.3,2171.0,875.0,247.65,247.65,247.55,247.55,2000.0,459.4,459.4,459.4,459.4,500.0,5918.0,5918.0,5915.0,5915.0,30250.0,296.8,296.8,296.3,296.35,5000.0,11319.0,11319.0,11314.0,11315.0,1950.0
2010-12-20 09:43:00,896.4,896.4,894.15,895.35,1500.0,655.0,655.0,655.0,655.0,2000.0,1295.5,1297.0,1295.5,1296.2,1500.0,2726.9,2727.55,2723.35,2724.7,10875.0,1202.85,1202.85,1202.85,1202.85,500.0,1097.15,1097.35,1096.3,1096.3,7250.0,684.4,684.85,684.4,684.6,4375.0,407.0,407.0,407.0,407.0,1000.0,2169.55,2172.75,2169.55,2172.1,1750.0,247.95,248.0,247.95,248.0,3000.0,459.5,459.95,459.5,459.65,1500.0,5914.6,5918.0,5914.2,5918.0,28850.0,296.25,296.65,296.25,296.45,6000.0,11314.0,11319.8,11310.6,11315.0,1925.0
2010-12-20 09:44:00,895.35,895.35,895.35,895.35,0.0,655.0,655.0,655.0,655.0,1500.0,1296.5,1299.9,1296.5,1299.35,3750.0,2723.9,2729.7,2723.25,2727.0,11750.0,1202.9,1204.7,1202.45,1204.7,1750.0,1096.25,1098.7,1096.25,1098.5,12750.0,684.95,685.6,684.9,684.95,5625.0,407.0,407.0,407.0,407.0,0.0,2172.8,2175.0,2172.6,2173.05,3375.0,247.0,247.0,246.95,246.95,5000.0,460.0,460.0,460.0,460.0,1500.0,5918.0,5923.0,5918.0,5921.0,72150.0,296.45,296.45,296.45,296.45,1000.0,11315.0,11326.8,11315.0,11325.0,2850.0
2010-12-20 09:45:00,896.0,896.0,896.0,896.0,250.0,655.0,655.0,655.0,655.0,500.0,1298.95,1298.95,1296.1,1296.1,3250.0,2725.5,2728.2,2725.4,2727.0,5500.0,1204.6,1204.6,1204.6,1204.6,250.0,1098.45,1103.0,1097.3,1099.0,9750.0,684.65,685.3,684.65,685.3,3750.0,407.0,407.0,407.0,407.0,0.0,2170.95,2172.5,2170.95,2172.5,1500.0,246.95,246.95,246.95,246.95,0.0,460.8,461.0,459.8,461.0,5000.0,5921.7,5921.7,5919.55,5920.5,31400.0,296.85,296.85,296.85,296.85,1000.0,11324.9,11329.0,11324.7,11324.7,3425.0
2010-12-20 09:46:00,896.0,896.05,896.0,896.05,1000.0,655.1,655.1,655.1,655.1,500.0,1296.15,1297.6,1296.0,1297.5,2750.0,2727.5,2728.2,2727.0,2728.0,3000.0,1203.55,1203.55,1203.15,1203.15,500.0,1098.85,1099.05,1097.3,1099.05,6500.0,685.3,685.3,684.7,684.7,2500.0,407.0,407.0,407.0,407.0,0.0,2173.0,2173.0,2170.1,2170.9,750.0,246.95,246.95,246.95,246.95,0.0,460.2,460.2,460.2,460.2,1000.0,5921.0,5922.0,5920.0,5922.0,29350.0,296.8,296.8,296.8,296.8,1000.0,11327.9,11329.0,11327.0,11327.0,1225.0
2010-12-20 09:47:00,897.0,897.0,897.0,897.0,750.0,655.65,655.65,655.65,655.65,500.0,1298.0,1299.9,1298.0,1299.05,3250.0,2728.3,2730.0,2727.5,2729.95,7375.0,1204.75,1204.9,1203.3,1204.1,1250.0,1099.15,1101.0,1099.15,1100.6,19500.0,684.65,685.25,684.65,685.1,5625.0,407.7,407.7,407.7,407.7,1000.0,2170.15,2170.6,2170.0,2170.5,2125.0,246.95,246.95,246.95,246.95,0.0,460.95,461.0,459.75,459.75,2500.0,5921.5,5924.7,5921.05,5924.0,59250.0,296.9,297.0,296.9,297.0,4000.0,11329.0,11334.95,11329.0,11334.0,3075.0
2010-12-20 09:48:00,897.0,897.0,897.0,897.0,500.0,655.05,655.45,655.05,655.45,1000.0,1299.05,1299.05,1298.0,1298.0,2500.0,2730.0,2731.0,2728.9,2729.0,10875.0,1204.0,1205.9,1204.0,1205.9,750.0,1100.5,1100.5,1099.1,1100.3,10000.0,684.7,685.2,684.65,684.65,5625.0,407.7,407.7,407.7,407.7,0.0,2170.35,2171.5,2170.0,2170.25,1125.0,247.95,247.95,247.95,247.95,1000.0,459.85,459.85,459.8,459.8,1000.0,5924.0,5924.75,5922.9,5924.0,37400.0,297.0,297.0,297.0,297.0,1000.0,11334.9,11334.95,11330.2,11333.0,4425.0
2010-12-20 09:49:00,897.0,897.0,897.0,897.0,0.0,654.7,655.5,654.7,655.5,2000.0,1298.7,1299.1,1297.8,1298.9,2750.0,2729.0,2730.0,2728.0,2728.4,5125.0,1206.95,1207.2,1206.05,1206.05,2250.0,1099.9,1101.2,1099.7,1100.6,7000.0,685.1,686.0,685.1,686.0,7500.0,407.3,407.7,407.3,407.7,2000.0,2170.7,2170.7,2168.25,2169.75,1250.0,247.95,247.95,247.95,247.95,0.0,460.9,460.9,460.65,460.65,1000.0,5923.9,5926.3,5923.5,5925.9,46600.0,296.75,297.0,296.75,297.0,3000.0,11333.0,11335.0,11332.7,11333.0,1125.0
2010-12-20 09:50:00,897.0,897.0,897.0,897.0,0.0,655.55,655.8,655.5,655.8,2500.0,1298.8,1300.6,1298.8,1299.6,3750.0,2728.7,2730.8,2727.65,2730.8,6000.0,1207.05,1209.0,1207.0,1208.0,3000.0,1099.0,1101.5,1098.6,1101.0,13000.0,685.9,686.95,685.4,686.5,19375.0,407.2,407.5,407.2,407.5,3000.0,2168.0,2168.1,2166.05,2168.0,3125.0,247.95,247.95,247.95,247.95,0.0,460.35,460.8,460.35,460.5,2000.0,5925.25,5928.7,5924.0,5928.6,66550.0,296.95,297.15,296.95,297.15,3000.0,11333.0,11337.95,11330.0,11337.95,2875.0
2010-12-20 09:51:00,897.95,898.5,897.95,898.5,1250.0,655.95,656.5,655.95,656.5,2000.0,1300.5,1301.4,1299.6,1300.3,5750.0,2730.2,2731.15,2729.1,2730.35,11750.0,1207.25,1212.0,1207.25,1211.1,3250.0,1101.8,1103.0,1101.1,1101.1,28250.0,686.5,686.7,686.0,686.0,8750.0,407.4,407.4,407.4,407.4,1000.0,2165.8,2168.8,2165.8,2168.8,5875.0,247.55,247.55,247.55,247.55,1000.0,460.45,461.75,460.45,461.5,5000.0,5928.7,5930.0,5927.8,5927.8,61900.0,297.2,297.25,297.15,297.25,4000.0,11337.95,11354.85,11337.95,11348.0,11950.0
2010-12-20 09:52:00,896.5,898.4,896.5,897.9,750.0,656.1,656.1,656.1,656.1,500.0,1300.15,1300.6,1299.0,1299.0,4000.0,2729.95,2729.95,2725.2,2725.2,9500.0,1210.9,1211.9,1210.9,1211.9,2500.0,1101.6,1101.6,1099.05,1099.05,44000.0,685.0,686.05,684.7,685.2,11250.0,407.4,407.4,407.4,407.4,0.0,2168.0,2169.1,2165.05,2165.05,4375.0,247.75,247.75,247.75,247.75,1000.0,461.25,461.65,461.0,461.05,3000.0,5928.0,5928.0,5924.1,5924.1,44150.0,297.3,297.3,296.85,296.85,7000.0,11347.8,11347.8,11338.0,11340.05,2750.0
2010-12-20 09:53:00,898.0,898.0,898.0,898.0,250.0,656.1,656.1,656.1,656.1,0.0,1299.75,1300.0,1299.5,1300.0,1750.0,2726.0,2729.0,2725.1,2728.3,7250.0,1212.45,1212.45,1211.0,1211.95,1750.0,1100.0,1100.9,1099.5,1100.9,130000.0,686.35,686.35,686.35,686.35,625.0,407.2,408.45,407.2,408.0,11000.0,2167.25,2167.25,2165.0,2165.0,1875.0,247.75,247.75,247.75,247.75,1000.0,461.0,461.1,460.2,460.4,2500.0,5924.0,5926.4,5923.0,5926.4,33300.0,296.7,297.05,296.7,297.05,3000.0,11335.0,11339.0,11332.0,11338.0,2350.0
